timestamp,average_value,lower_bound,upper_bound
2022-10-22T00:00:00Z,94.0,91.7,95.9
2022-10-23T00:00:00Z,90.3,82.9,95.6
2022-10-25T00:00:00Z,98.1,97.7,98.4
2022-10-27T00:00:00Z,95.7,91.3,99.9
2022-10-28T00:00:00Z,95.4,94.4,96.2
2022-11-06T00:00:00Z,97.5,95.4,99.0
2022-11-07T00:00:00Z,96.3,93.6,97.7
2022-11-09T00:00:00Z,97.4,94.9,99.3
2022-11-10T00:00:00Z,96.4,91.4,99.2
2022-11-12T00:00:00Z,95.8,94.3,97.7
2022-11-14T00:00:00Z,94.5,89.8,98.0
2022-11-16T00:00:00Z,97.3,96.0,98.7
2022-11-17T00:00:00Z,97.3,95.5,100.0
