timestamp,value
2022-11-14T00:00:33Z,50.0
2022-11-14T00:01:33Z,50.0
2022-11-14T16:58:03Z,50.0
2022-11-14T16:59:03Z,50.0
2022-11-14T17:00:03Z,50.0
2022-11-14T17:01:03Z,50.0
2022-11-14T17:02:03Z,50.0
2022-11-14T17:03:03Z,50.0
2022-11-14T17:04:03Z,50.0
2022-11-14T17:05:03Z,50.0
2022-11-14T17:06:03Z,50.0
2022-11-14T17:07:03Z,50.0
2022-11-14T17:08:03Z,50.0
2022-11-14T17:09:03Z,50.0
2022-11-14T17:10:03Z,50.0
2022-11-14T17:11:03Z,50.0
2022-11-14T17:12:03Z,50.0
2022-11-14T17:13:03Z,50.0
2022-11-14T17:14:03Z,50.0
2022-11-14T17:15:03Z,50.0
2022-11-14T17:16:03Z,50.0
2022-11-14T17:17:03Z,50.0
2022-11-14T17:18:03Z,50.0
2022-11-14T17:19:03Z,50.0
2022-11-14T17:20:03Z,50.0
2022-11-14T17:21:03Z,50.0
2022-11-14T17:22:03Z,50.0
2022-11-14T17:23:03Z,50.0
2022-11-14T17:24:03Z,50.0
2022-11-14T17:25:03Z,50.0
2022-11-14T17:26:03Z,50.0
2022-11-14T17:27:03Z,50.0
2022-11-14T17:28:03Z,50.0
