timestamp,value
2023-04-24T18:02:03Z,50.0
2023-04-24T18:03:03Z,50.0
2023-04-24T18:04:03Z,50.0
2023-04-24T18:05:03Z,95.4
2023-04-24T18:06:03Z,50.0
2023-04-24T18:07:03Z,50.0
2023-04-24T18:08:03Z,50.0
2023-04-24T18:09:03Z,50.0
2023-04-24T18:10:03Z,50.0
2023-04-24T18:11:03Z,50.0
2023-04-24T18:12:03Z,50.0
2023-04-24T18:13:03Z,96.8
2023-04-24T18:14:03Z,50.0
2023-04-24T18:15:03Z,97.1
2023-04-24T18:16:03Z,97.1
2023-04-24T18:17:03Z,50.0
2023-04-24T18:18:03Z,50.0
2023-04-24T18:19:03Z,50.0
2023-04-24T18:20:03Z,50.0
2023-04-24T18:21:03Z,50.0
2023-04-24T18:22:03Z,50.0
2023-04-24T18:23:03Z,50.0
2023-04-24T18:24:03Z,50.0
2023-04-24T18:25:03Z,50.0
2023-04-24T18:26:03Z,50.0
2023-04-24T18:27:03Z,50.0
2023-04-24T18:28:03Z,50.0
2023-04-24T18:29:03Z,50.0
2023-04-24T18:30:03Z,50.0
2023-04-24T18:31:03Z,50.0
2023-04-24T18:32:03Z,50.0
