timestamp,average_value,lower_bound,upper_bound
2022-10-28T00:00:00Z,96.3,94.0,98.2
2022-10-29T00:00:00Z,94.9,93.2,96.4
2022-10-30T00:00:00Z,93.9,92.0,95.6
2022-10-31T00:00:00Z,94.0,92.1,95.6
2022-11-02T00:00:00Z,95.1,92.9,98.9
2022-11-03T00:00:00Z,95.8,95.1,96.4
2022-11-04T00:00:00Z,96.1,93.5,99.2
2022-11-05T00:00:00Z,95.7,93.8,97.2
2022-11-06T00:00:00Z,96.1,94.5,97.1
2022-11-07T00:00:00Z,95.1,92.6,96.4
2022-11-09T00:00:00Z,94.0,89.7,95.8
2022-11-10T00:00:00Z,95.5,94.9,95.9
2022-11-11T00:00:00Z,94.7,92.8,96.1
2022-11-12T00:00:00Z,95.2,90.2,96.8
2022-11-13T00:00:00Z,95.7,93.4,97.0
2022-11-14T00:00:00Z,96.1,94.7,97.4
2022-11-16T00:00:00Z,95.8,94.1,97.0
2022-11-17T00:00:00Z,95.7,95.3,96.0
2022-11-18T00:00:00Z,95.5,91.0,97.6
2022-11-19T00:00:00Z,95.2,92.8,96.4
2022-11-20T00:00:00Z,95.8,94.7,97.7
2022-11-21T00:00:00Z,96.1,94.7,97.0
2022-11-23T00:00:00Z,94.8,93.6,95.9
2022-11-24T00:00:00Z,94.5,93.3,97.6
2022-11-25T00:00:00Z,95.5,94.4,97.2
2022-11-26T00:00:00Z,95.5,94.3,96.6
2022-11-27T00:00:00Z,96.0,94.4,97.0
2022-11-28T00:00:00Z,95.3,93.4,96.9
