timestamp,value
2022-10-28T08:32:03Z,96.7
2022-10-28T08:33:03Z,96.7
2022-10-28T08:34:03Z,96.7
2022-10-28T08:35:03Z,96.7
2022-10-28T08:36:03Z,96.7
2022-10-28T08:37:03Z,96.7
2022-10-28T08:38:03Z,96.7
2022-10-28T08:39:03Z,96.6
2022-10-28T08:40:03Z,96.5
2022-10-28T08:41:03Z,96.5
2022-10-28T08:42:03Z,96.4
2022-10-28T08:43:03Z,96.4
2022-10-28T08:44:03Z,96.6
2022-10-28T08:45:03Z,96.6
2022-10-28T08:46:03Z,96.6
2022-10-28T08:47:03Z,96.7
2022-10-28T08:48:03Z,96.7
2022-10-28T08:49:03Z,96.6
2022-10-28T08:50:03Z,96.6
2022-10-28T08:51:03Z,96.6
2022-10-28T08:52:03Z,96.5
2022-10-28T08:53:03Z,96.4
2022-10-28T08:54:03Z,96.4
2022-10-28T08:55:03Z,96.3
2022-10-28T08:56:03Z,96.3
2022-10-28T08:57:03Z,96.2
2022-10-28T08:58:03Z,96.2
2022-10-28T08:59:03Z,96.2
2022-10-28T09:00:03Z,96.2
2022-10-28T09:01:03Z,96.1
2022-10-28T09:02:03Z,50.0
2022-10-28T09:03:03Z,96.1
2022-10-28T09:04:03Z,96.2
2022-10-28T09:05:03Z,96.1
2022-10-28T09:06:03Z,96.1
2022-10-28T09:07:03Z,96.1
2022-10-28T09:08:03Z,96.1
2022-10-28T09:09:03Z,96.1
2022-10-28T09:10:03Z,96.1
2022-10-28T09:11:03Z,96.1
2022-10-28T09:12:03Z,95.9
2022-10-28T09:13:03Z,50.0
2022-10-28T09:14:03Z,50.0
2022-10-28T09:15:03Z,95.5
2022-10-28T09:16:03Z,95.1
2022-10-28T09:17:03Z,94.2
2022-10-28T09:18:03Z,93.7
2022-10-28T09:19:03Z,93.7
2022-10-28T09:20:03Z,93.7
2022-10-28T09:21:03Z,93.7
2022-10-28T09:22:03Z,50.0
2022-10-28T09:23:03Z,93.9
2022-10-28T09:24:03Z,94.5
2022-10-28T09:25:03Z,94.8
2022-10-28T09:26:03Z,95.0
2022-10-28T09:27:03Z,95.2
2022-10-28T09:28:03Z,95.4
2022-10-28T09:29:03Z,95.5
2022-10-28T09:30:03Z,95.5
2022-10-28T09:31:03Z,95.5
2022-10-28T09:32:03Z,95.5
2022-10-28T09:33:03Z,95.5
2022-10-28T09:34:03Z,95.4
2022-10-28T09:35:03Z,95.5
2022-10-28T09:36:03Z,95.6
2022-10-28T09:37:03Z,95.6
2022-10-28T09:38:03Z,95.6
2022-10-28T09:39:03Z,95.6
2022-10-28T09:40:03Z,95.6
2022-10-28T09:41:03Z,95.6
2022-10-28T09:42:03Z,95.7
2022-10-28T09:43:03Z,95.8
2022-10-28T09:44:03Z,95.7
2022-10-28T09:45:03Z,95.8
2022-10-28T09:46:03Z,95.7
2022-10-28T09:47:03Z,95.7
2022-10-28T09:48:03Z,95.6
2022-10-28T09:49:03Z,95.7
2022-10-28T09:50:03Z,95.7
2022-10-28T09:51:03Z,95.8
2022-10-28T09:52:03Z,95.9
2022-10-28T09:53:03Z,95.9
2022-10-28T09:54:03Z,95.9
2022-10-28T09:55:03Z,95.8
2022-10-28T09:56:03Z,95.9
