timestamp,rmssd,coverage,low_frequency,high_frequency
2022-11-09T02:15:00,110.566,0.939,1173.232,1887.875
2022-11-09T02:20:00,97.711,0.977,2570.092,1429.975
2022-11-09T02:25:00,91.799,1.003,3308.029,1784.216
2022-11-09T02:30:00,83.77,0.999,1209.837,1124.171
2022-11-09T02:35:00,83.138,0.96,485.034,1155.313
2022-11-09T02:40:00,91.512,1.002,613.304,1208.57
2022-11-09T02:45:00,87.685,0.98,563.539,1021.925
2022-11-09T02:50:00,98.145,0.984,1470.06,1669.815
2022-11-09T02:55:00,85.955,0.935,1113.793,1080.515
2022-11-09T03:00:00,76.412,1.002,627.775,958.425
2022-11-09T03:05:00,69.943,1.004,1167.167,758.48
2022-11-09T03:10:00,71.051,1.002,393.999,838.719
2022-11-09T03:15:00,61.554,1.004,409.555,696.569
2022-11-09T03:20:00,61.065,1.003,311.228,557.229
2022-11-09T03:25:00,61.834,0.926,638.805,635.957
2022-11-09T03:30:00,40.929,0.996,421.903,254.302
2022-11-09T03:35:00,38.647,0.954,646.794,154.156
2022-11-09T03:40:00,41.525,0.922,655.362,407.418
2022-11-09T03:45:00,42.084,0.962,419.269,313.569
2022-11-09T03:50:00,54.089,0.958,1403.41,506.183
2022-11-09T03:55:00,45.18,1.001,717.263,527.747
2022-11-09T04:00:00,43.089,0.954,503.066,268.165
2022-11-09T04:05:00,37.348,0.974,507.108,201.8
2022-11-09T04:10:00,52.701,0.953,985.53,421.125
2022-11-09T04:15:00,69.76,0.954,2686.527,766.051
2022-11-09T04:20:00,88.294,0.968,2835.645,1061.307
2022-11-09T04:25:00,86.982,0.988,2021.766,1118.594
2022-11-09T04:30:00,86.733,1.002,2801.079,1135.466
2022-11-09T04:35:00,88.085,0.99,854.318,1362.218
2022-11-09T04:40:00,90.268,0.998,1342.091,1311.58
2022-11-09T04:45:00,88.76,1.001,987.05,1089.43
2022-11-09T04:50:00,89.735,1.006,366.777,1225.256
2022-11-09T04:55:00,91.185,1.001,880.957,1340.0
2022-11-09T05:00:00,91.594,1.005,758.199,1253.167
2022-11-09T05:05:00,95.393,1.003,599.209,1453.903
2022-11-09T05:10:00,100.0,1.004,795.666,1594.619
2022-11-09T05:15:00,95.414,1.004,610.868,1342.401
2022-11-09T05:20:00,100.522,0.904,750.649,1351.718
2022-11-09T05:25:00,120.87,0.941,2080.589,1726.099
2022-11-09T05:30:00,42.393,0.948,867.931,342.372
2022-11-09T05:35:00,50.032,0.958,1084.013,336.269
2022-11-09T05:40:00,41.771,0.964,867.571,350.694
2022-11-09T05:45:00,37.078,1.002,301.65,181.607
2022-11-09T05:50:00,50.122,0.934,487.846,475.828
2022-11-09T05:55:00,61.36,1.005,2116.322,672.735
2022-11-09T06:00:00,101.678,0.858,1213.395,1163.744
2022-11-09T06:05:00,117.841,1.005,457.945,2032.542
2022-11-09T06:10:00,102.429,0.932,1236.658,1417.387
2022-11-09T06:15:00,101.401,1.002,697.643,1465.301
2022-11-09T06:25:00,64.122,0.796,2027.93,793.543
2022-11-09T06:30:00,70.316,0.731,699.153,401.296
2022-11-09T06:35:00,124.789,0.958,2711.329,1818.602
2022-11-09T06:40:00,114.689,0.961,1225.574,2065.839
2022-11-09T06:45:00,108.276,0.929,1537.3,1938.289
2022-11-09T06:50:00,78.932,0.891,839.2,475.281
2022-11-09T06:55:00,111.753,0.969,1584.472,1720.618
2022-11-09T07:00:00,116.763,0.784,3954.628,2631.834
