timestamp,rmssd,coverage,low_frequency,high_frequency
2023-03-27T02:20:00,76.996,0.961,2281.419,703.489
2023-03-27T02:25:00,78.097,0.887,1283.731,598.332
2023-03-27T02:30:00,91.128,0.952,1000.475,844.111
2023-03-27T02:35:00,86.298,1.005,584.075,803.86
2023-03-27T02:40:00,100.162,0.986,743.293,1088.182
2023-03-27T02:45:00,83.433,1.007,616.323,580.934
2023-03-27T02:50:00,95.419,1.003,248.97,854.078
2023-03-27T02:55:00,87.087,1.006,647.494,689.041
2023-03-27T03:00:00,89.513,0.934,479.78,831.438
2023-03-27T03:05:00,73.98,0.988,276.981,851.663
2023-03-27T03:10:00,64.585,1.002,271.335,518.45
2023-03-27T03:15:00,68.595,0.999,360.735,509.798
2023-03-27T03:20:00,74.545,1.005,1408.369,803.554
2023-03-27T03:25:00,64.763,1.004,455.269,526.837
2023-03-27T03:30:00,66.505,1.002,236.879,504.059
2023-03-27T03:35:00,68.282,1.006,582.789,572.917
2023-03-27T03:40:00,76.153,1.001,580.063,805.63
2023-03-27T03:45:00,71.105,0.951,489.946,694.725
2023-03-27T03:50:00,73.367,0.977,566.629,698.786
2023-03-27T03:55:00,86.089,0.895,877.403,652.839
2023-03-27T04:00:00,115.963,0.89,1747.467,1436.375
2023-03-27T04:05:00,120.782,1.003,781.181,1938.846
2023-03-27T04:10:00,112.978,0.879,2320.496,1795.092
2023-03-27T04:15:00,109.459,0.973,2026.901,1366.62
2023-03-27T04:20:00,89.889,0.939,5008.716,1045.397
2023-03-27T04:25:00,96.897,0.996,2180.363,1011.203
2023-03-27T04:30:00,96.526,0.981,4059.647,864.176
2023-03-27T04:35:00,98.694,0.993,2684.965,1007.676
2023-03-27T04:40:00,107.669,1.004,1631.444,1007.728
2023-03-27T04:45:00,99.19,0.995,1168.779,1104.148
2023-03-27T04:50:00,102.327,1.003,588.582,1157.084
2023-03-27T04:55:00,106.52,0.954,564.405,1318.075
2023-03-27T05:00:00,111.26,1.003,1295.951,1535.704
2023-03-27T05:05:00,100.425,0.946,600.422,1066.834
2023-03-27T05:10:00,99.0,0.985,850.145,1008.668
2023-03-27T05:15:00,100.078,0.989,538.607,1064.151
2023-03-27T05:20:00,98.786,0.911,787.408,1047.596
2023-03-27T05:25:00,102.07,0.994,656.137,1148.257
2023-03-27T05:30:00,80.046,0.965,1620.75,536.995
2023-03-27T05:35:00,60.99,0.995,760.701,606.974
2023-03-27T05:40:00,87.944,0.894,662.781,775.235
2023-03-27T05:45:00,89.544,0.973,1248.272,971.053
2023-03-27T05:50:00,78.323,0.952,1734.317,580.974
2023-03-27T05:55:00,73.413,1.003,914.457,744.379
2023-03-27T06:00:00,77.776,0.954,747.81,1033.98
2023-03-27T06:05:00,80.902,1.002,680.44,734.734
2023-03-27T06:10:00,77.561,0.997,3226.42,738.534
2023-03-27T06:15:00,80.621,0.989,495.537,580.254
2023-03-27T06:20:00,81.942,0.991,579.249,601.592
2023-03-27T06:25:00,102.394,0.935,3212.812,1282.473
2023-03-27T06:30:00,108.86,0.996,1070.972,1316.411
2023-03-27T06:35:00,93.984,0.901,3910.48,939.339
2023-03-27T06:40:00,97.17,0.967,1490.739,1719.574
2023-03-27T06:45:00,98.808,0.982,1714.43,1543.3
2023-03-27T06:50:00,107.11,0.915,1351.939,1262.976
2023-03-27T06:55:00,93.283,0.905,1683.696,1099.216
2023-03-27T07:00:00,72.215,0.996,1091.794,494.801
2023-03-27T07:05:00,82.512,0.96,2552.734,1017.662
2023-03-27T07:10:00,91.502,0.94,2301.779,1043.215
2023-03-27T07:15:00,98.462,0.975,1153.378,1413.454
2023-03-27T07:20:00,94.134,0.972,657.803,1011.484
2023-03-27T07:25:00,83.238,1.003,963.105,745.516
2023-03-27T07:30:00,84.879,0.98,498.265,794.788
2023-03-27T07:35:00,97.569,1.006,544.177,1302.049
2023-03-27T07:40:00,103.47,0.995,750.008,1562.881
2023-03-27T07:45:00,107.608,1.007,483.31,1859.584
2023-03-27T07:50:00,95.375,0.994,770.948,1275.062
2023-03-27T07:55:00,87.249,0.959,378.014,1066.417
2023-03-27T08:00:00,72.257,0.794,3894.944,613.871
2023-03-27T08:05:00,97.126,0.922,988.78,1228.024
2023-03-27T08:10:00,104.274,0.958,1571.679,1022.277
2023-03-27T08:15:00,102.714,0.934,1213.762,1236.136
2023-03-27T08:20:00,107.372,0.947,3219.789,1277.867
