timestamp,rmssd,coverage,low_frequency,high_frequency
2023-04-21T01:20:00,65.51,0.753,1049.509,503.197
2023-04-21T01:25:00,117.784,0.993,1304.356,2964.579
2023-04-21T01:30:00,106.663,0.987,216.707,1703.523
2023-04-21T01:35:00,84.547,0.963,501.195,989.505
2023-04-21T01:40:00,72.673,0.996,322.698,609.368
2023-04-21T01:45:00,76.175,0.958,506.823,793.049
2023-04-21T01:50:00,94.385,1.005,148.833,1453.984
2023-04-21T01:55:00,80.295,0.958,661.958,893.251
2023-04-21T02:00:00,79.706,0.908,782.385,756.689
2023-04-21T02:05:00,46.598,0.984,1270.926,230.437
2023-04-21T02:10:00,41.871,0.988,1175.969,364.016
2023-04-21T02:15:00,55.461,0.914,216.473,406.277
2023-04-21T02:20:00,84.4,0.944,605.597,1403.008
2023-04-21T02:25:00,78.65,1.0,289.284,924.155
2023-04-21T02:30:00,82.536,1.004,357.018,1331.901
2023-04-21T02:35:00,86.849,0.972,382.45,1097.833
2023-04-21T02:40:00,85.559,0.959,222.328,1032.499
2023-04-21T02:45:00,84.653,0.971,464.732,1110.527
2023-04-21T02:50:00,85.734,1.003,287.482,1192.757
2023-04-21T02:55:00,81.501,0.947,545.055,711.99
2023-04-21T03:00:00,92.439,1.004,466.146,1036.129
2023-04-21T03:05:00,88.566,0.996,341.19,957.203
2023-04-21T03:10:00,93.586,1.005,445.187,1107.743
2023-04-21T03:15:00,95.218,1.003,776.126,1014.049
2023-04-21T03:20:00,109.265,0.915,687.663,1782.851
2023-04-21T03:25:00,97.547,0.999,1516.014,1481.381
2023-04-21T03:30:00,93.57,0.974,788.661,1252.664
2023-04-21T03:35:00,76.801,0.944,1117.633,890.37
2023-04-21T03:40:00,61.49,0.985,371.252,508.374
2023-04-21T03:45:00,72.48,0.926,923.349,690.521
2023-04-21T03:50:00,73.025,0.973,783.525,1246.806
2023-04-21T03:55:00,52.882,0.997,1007.601,403.326
2023-04-21T04:00:00,68.82,0.943,205.965,756.904
2023-04-21T04:05:00,57.902,1.004,178.32,585.212
2023-04-21T04:10:00,63.915,0.956,242.006,642.814
2023-04-21T04:15:00,64.592,0.994,583.959,740.95
2023-04-21T04:20:00,65.116,0.996,483.14,734.246
2023-04-21T04:25:00,70.637,1.005,274.692,946.157
2023-04-21T04:30:00,86.174,0.968,559.457,1106.455
2023-04-21T04:35:00,78.117,0.902,513.674,671.171
2023-04-21T04:40:00,110.653,1.004,579.928,1159.958
2023-04-21T04:45:00,120.467,0.998,1136.437,1337.451
2023-04-21T04:50:00,106.968,0.901,3473.818,982.088
2023-04-21T04:55:00,122.737,0.953,1025.945,1443.338
2023-04-21T05:00:00,124.116,0.912,2933.068,1847.837
2023-04-21T05:05:00,132.519,0.912,2003.297,1556.782
2023-04-21T05:10:00,93.937,0.962,811.993,869.724
2023-04-21T05:15:00,118.712,0.922,3984.201,1781.049
2023-04-21T05:20:00,130.639,1.004,4773.212,2291.177
2023-04-21T05:25:00,104.334,0.945,958.514,1759.151
2023-04-21T05:30:00,77.105,1.005,437.707,1182.532
2023-04-21T05:35:00,92.862,0.996,910.297,1196.115
2023-04-21T05:40:00,93.015,0.953,1022.728,1073.38
2023-04-21T05:45:00,113.405,1.003,868.615,1571.397
2023-04-21T05:50:00,117.107,0.997,1259.349,1976.163
2023-04-21T05:55:00,128.918,1.005,1276.286,2095.064
2023-04-21T06:00:00,119.847,1.001,1162.377,1456.056
2023-04-21T06:05:00,120.511,1.004,1163.477,1398.471
2023-04-21T06:10:00,94.009,0.951,907.735,992.834
2023-04-21T06:15:00,89.059,1.003,1157.766,1104.395
2023-04-21T06:20:00,80.586,0.904,2337.324,1183.952
2023-04-21T06:25:00,87.791,1.004,8237.78,1299.743
2023-04-21T06:30:00,92.362,0.926,1725.367,1390.149
2023-04-21T06:35:00,77.28,0.969,835.043,825.069
2023-04-21T06:40:00,62.682,0.944,1267.845,520.484
2023-04-21T06:45:00,58.689,1.004,636.695,507.592
2023-04-21T06:50:00,67.326,0.961,809.496,819.814
2023-04-21T06:55:00,80.717,0.995,1274.946,1323.521
2023-04-21T07:00:00,87.146,0.958,1227.771,1171.11
2023-04-21T07:05:00,112.612,0.933,1091.397,1486.623
2023-04-21T07:10:00,111.752,0.966,1044.195,1043.159
2023-04-21T07:15:00,106.914,0.962,3292.554,1335.548
2023-04-21T07:20:00,101.116,0.998,648.427,1176.835
2023-04-21T07:25:00,106.434,1.0,1025.735,1205.072
2023-04-21T07:30:00,121.831,0.959,1767.996,2046.623
2023-04-21T07:35:00,105.494,0.882,2672.477,1105.603
2023-04-21T07:40:00,66.353,0.847,588.213,521.685
2023-04-21T07:45:00,55.811,0.822,902.661,443.176
2023-04-21T07:55:00,71.6,0.73,704.584,927.003
