recorded_time,temperature,sensor_type
2023-03-27T00:00,-3.1649122807017562,UNKNOWN
2023-03-27T00:01,-3.064912280701755,UNKNOWN
2023-03-27T00:02,-3.1649122807017562,UNKNOWN
2023-03-27T00:03,-3.264912280701754,UNKNOWN
2023-03-27T00:04,-3.1649122807017562,UNKNOWN
2023-03-27T00:05,-3.264912280701754,UNKNOWN
2023-03-27T00:06,-3.064912280701755,UNKNOWN
2023-03-27T00:07,-3.064912280701755,UNKNOWN
2023-03-27T00:08,-3.064912280701755,UNKNOWN
2023-03-27T00:09,-2.9649122807017534,UNKNOWN
2023-03-27T00:10,-2.9649122807017534,UNKNOWN
2023-03-27T00:11,-2.9649122807017534,UNKNOWN
2023-03-27T00:12,-2.9649122807017534,UNKNOWN
2023-03-27T00:13,-2.9649122807017534,UNKNOWN
2023-03-27T00:14,-2.8649122807017555,UNKNOWN
2023-03-27T00:15,-2.8649122807017555,UNKNOWN
2023-03-27T00:16,-2.764912280701754,UNKNOWN
2023-03-27T00:17,-2.764912280701754,UNKNOWN
2023-03-27T00:18,-2.764912280701754,UNKNOWN
2023-03-27T00:19,-2.764912280701754,UNKNOWN
2023-03-27T00:20,-2.6649122807017562,UNKNOWN
2023-03-27T00:21,-2.564912280701755,UNKNOWN
2023-03-27T00:22,-2.564912280701755,UNKNOWN
2023-03-27T00:23,-2.4649122807017534,UNKNOWN
2023-03-27T00:24,-2.4649122807017534,UNKNOWN
2023-03-27T00:25,-2.4649122807017534,UNKNOWN
2023-03-27T00:26,-2.4649122807017534,UNKNOWN
2023-03-27T00:27,-2.3649122807017555,UNKNOWN
2023-03-27T00:28,-2.3649122807017555,UNKNOWN
2023-03-27T00:29,-2.264912280701754,UNKNOWN
2023-03-27T00:30,-2.1649122807017562,UNKNOWN
2023-03-27T00:31,-2.064912280701755,UNKNOWN
2023-03-27T00:32,-2.064912280701755,UNKNOWN
2023-03-27T00:33,-2.064912280701755,UNKNOWN
2023-03-27T00:34,-2.064912280701755,UNKNOWN
2023-03-27T00:35,-1.9649122807017534,UNKNOWN
2023-03-27T00:36,-1.9649122807017534,UNKNOWN
2023-03-27T00:37,-1.9649122807017534,UNKNOWN
2023-03-27T00:38,-1.9649122807017534,UNKNOWN
2023-03-27T00:39,-1.9649122807017534,UNKNOWN
2023-03-27T00:40,-1.9649122807017534,UNKNOWN
2023-03-27T00:41,-1.9649122807017534,UNKNOWN
2023-03-27T00:42,-1.8649122807017555,UNKNOWN
2023-03-27T00:43,-1.8649122807017555,UNKNOWN
2023-03-27T00:44,-1.8649122807017555,UNKNOWN
2023-03-27T00:45,-1.764912280701754,UNKNOWN
2023-03-27T00:46,-1.764912280701754,UNKNOWN
2023-03-27T00:47,-1.6649122807017562,UNKNOWN
2023-03-27T00:48,-1.6649122807017562,UNKNOWN
2023-03-27T00:49,-1.6649122807017562,UNKNOWN
2023-03-27T00:50,-1.6649122807017562,UNKNOWN
2023-03-27T00:51,-1.6649122807017562,UNKNOWN
2023-03-27T00:52,-1.764912280701754,UNKNOWN
2023-03-27T00:53,-1.6649122807017562,UNKNOWN
2023-03-27T00:54,-1.0649122807017548,UNKNOWN
2023-03-27T00:55,-0.6649122807017562,UNKNOWN
2023-03-27T00:56,-0.7649122807017577,UNKNOWN
2023-03-27T00:57,-0.9649122807017534,UNKNOWN
2023-03-27T00:58,-1.0649122807017548,UNKNOWN
2023-03-27T00:59,-1.1649122807017562,UNKNOWN
2023-03-27T01:00,-1.264912280701754,UNKNOWN
2023-03-27T01:01,-1.5649122807017548,UNKNOWN
2023-03-27T01:02,-1.4649122807017534,UNKNOWN
2023-03-27T01:03,-1.264912280701754,UNKNOWN
2023-03-27T01:04,-1.3649122807017555,UNKNOWN
2023-03-27T01:05,-1.4649122807017534,UNKNOWN
2023-03-27T01:06,-1.3649122807017555,UNKNOWN
2023-03-27T01:07,-1.3649122807017555,UNKNOWN
2023-03-27T01:08,-1.3649122807017555,UNKNOWN
2023-03-27T01:09,-1.264912280701754,UNKNOWN
2023-03-27T01:10,-1.264912280701754,UNKNOWN
2023-03-27T01:11,-1.0649122807017548,UNKNOWN
2023-03-27T01:12,-0.9649122807017534,UNKNOWN
2023-03-27T01:13,-0.864912280701752,UNKNOWN
2023-03-27T01:14,-0.7649122807017577,UNKNOWN
2023-03-27T01:15,-0.7649122807017577,UNKNOWN
2023-03-27T01:16,-0.6649122807017562,UNKNOWN
2023-03-27T01:17,-0.5649122807017548,UNKNOWN
2023-03-27T01:18,-0.5649122807017548,UNKNOWN
2023-03-27T01:19,-0.4649122807017534,UNKNOWN
2023-03-27T01:20,-0.4649122807017534,UNKNOWN
2023-03-27T01:21,-0.36491228070175197,UNKNOWN
2023-03-27T01:22,-0.36491228070175197,UNKNOWN
2023-03-27T01:23,-0.36491228070175197,UNKNOWN
2023-03-27T01:24,-0.26491228070175765,UNKNOWN
2023-03-27T01:25,-0.16491228070175623,UNKNOWN
2023-03-27T01:26,-0.06491228070175481,UNKNOWN
2023-03-27T01:27,-0.16491228070175623,UNKNOWN
2023-03-27T01:28,-0.36491228070175197,UNKNOWN
2023-03-27T01:29,-0.4649122807017534,UNKNOWN
2023-03-27T01:30,-0.5649122807017548,UNKNOWN
2023-03-27T01:31,-0.5649122807017548,UNKNOWN
2023-03-27T01:32,-0.6649122807017562,UNKNOWN
2023-03-27T01:33,-0.6649122807017562,UNKNOWN
2023-03-27T01:34,-0.5649122807017548,UNKNOWN
2023-03-27T01:35,-0.4649122807017534,UNKNOWN
2023-03-27T01:36,-0.36491228070175197,UNKNOWN
2023-03-27T01:37,-0.26491228070175765,UNKNOWN
2023-03-27T01:38,-0.16491228070175623,UNKNOWN
2023-03-27T01:39,-0.06491228070175481,UNKNOWN
2023-03-27T01:40,0.13508771929824803,UNKNOWN
2023-03-27T01:41,0.23508771929824235,UNKNOWN
2023-03-27T01:42,0.33508771929824377,UNKNOWN
2023-03-27T01:43,0.4350877192982452,UNKNOWN
2023-03-27T01:44,0.5350877192982466,UNKNOWN
2023-03-27T01:45,0.5350877192982466,UNKNOWN
2023-03-27T01:46,0.635087719298248,UNKNOWN
2023-03-27T01:47,0.635087719298248,UNKNOWN
2023-03-27T01:48,0.635087719298248,UNKNOWN
2023-03-27T01:49,0.7350877192982423,UNKNOWN
2023-03-27T01:50,0.7350877192982423,UNKNOWN
2023-03-27T01:51,0.7350877192982423,UNKNOWN
2023-03-27T01:52,0.7350877192982423,UNKNOWN
2023-03-27T01:53,0.7350877192982423,UNKNOWN
2023-03-27T01:54,0.8350877192982438,UNKNOWN
2023-03-27T01:55,0.8350877192982438,UNKNOWN
2023-03-27T01:56,0.8350877192982438,UNKNOWN
2023-03-27T01:57,0.8350877192982438,UNKNOWN
2023-03-27T01:58,0.7350877192982423,UNKNOWN
2023-03-27T01:59,0.635087719298248,UNKNOWN
2023-03-27T02:00,0.5350877192982466,UNKNOWN
2023-03-27T02:01,0.33508771929824377,UNKNOWN
2023-03-27T02:02,0.03508771929824661,UNKNOWN
2023-03-27T02:03,-0.06491228070175481,UNKNOWN
2023-03-27T02:04,-0.16491228070175623,UNKNOWN
2023-03-27T02:05,-0.16491228070175623,UNKNOWN
2023-03-27T02:06,-0.06491228070175481,UNKNOWN
2023-03-27T02:07,0.03508771929824661,UNKNOWN
2023-03-27T02:08,0.03508771929824661,UNKNOWN
2023-03-27T02:09,0.13508771929824803,UNKNOWN
2023-03-27T02:10,0.23508771929824235,UNKNOWN
2023-03-27T02:11,0.23508771929824235,UNKNOWN
2023-03-27T02:12,0.13508771929824803,UNKNOWN
2023-03-27T02:13,0.03508771929824661,UNKNOWN
2023-03-27T02:14,-0.06491228070175481,UNKNOWN
2023-03-27T02:15,-0.06491228070175481,UNKNOWN
2023-03-27T02:16,-0.06491228070175481,UNKNOWN
2023-03-27T02:17,-0.06491228070175481,UNKNOWN
2023-03-27T02:18,-0.06491228070175481,UNKNOWN
2023-03-27T02:19,0.03508771929824661,UNKNOWN
2023-03-27T02:20,0.13508771929824803,UNKNOWN
2023-03-27T02:21,0.23508771929824235,UNKNOWN
2023-03-27T02:22,0.33508771929824377,UNKNOWN
2023-03-27T02:23,0.5350877192982466,UNKNOWN
2023-03-27T02:24,0.635087719298248,UNKNOWN
2023-03-27T02:25,0.635087719298248,UNKNOWN
2023-03-27T02:26,0.7350877192982423,UNKNOWN
2023-03-27T02:27,0.7350877192982423,UNKNOWN
2023-03-27T02:28,0.7350877192982423,UNKNOWN
2023-03-27T02:29,0.7350877192982423,UNKNOWN
2023-03-27T02:30,0.7350877192982423,UNKNOWN
2023-03-27T02:31,0.7350877192982423,UNKNOWN
2023-03-27T02:32,0.7350877192982423,UNKNOWN
2023-03-27T02:33,0.7350877192982423,UNKNOWN
2023-03-27T02:34,0.7350877192982423,UNKNOWN
2023-03-27T02:35,0.635087719298248,UNKNOWN
2023-03-27T02:36,0.635087719298248,UNKNOWN
2023-03-27T02:37,0.635087719298248,UNKNOWN
2023-03-27T02:38,0.635087719298248,UNKNOWN
2023-03-27T02:39,0.635087719298248,UNKNOWN
2023-03-27T02:40,0.5350877192982466,UNKNOWN
2023-03-27T02:41,0.5350877192982466,UNKNOWN
2023-03-27T02:42,0.5350877192982466,UNKNOWN
2023-03-27T02:43,0.5350877192982466,UNKNOWN
2023-03-27T02:44,0.5350877192982466,UNKNOWN
2023-03-27T02:45,0.5350877192982466,UNKNOWN
2023-03-27T02:46,0.4350877192982452,UNKNOWN
2023-03-27T02:47,0.4350877192982452,UNKNOWN
2023-03-27T02:48,0.4350877192982452,UNKNOWN
2023-03-27T02:49,0.4350877192982452,UNKNOWN
2023-03-27T02:50,0.4350877192982452,UNKNOWN
2023-03-27T02:51,0.33508771929824377,UNKNOWN
2023-03-27T02:52,0.33508771929824377,UNKNOWN
2023-03-27T02:53,0.33508771929824377,UNKNOWN
2023-03-27T02:54,0.23508771929824235,UNKNOWN
2023-03-27T02:55,0.23508771929824235,UNKNOWN
2023-03-27T02:56,0.23508771929824235,UNKNOWN
2023-03-27T02:57,0.23508771929824235,UNKNOWN
2023-03-27T02:58,0.23508771929824235,UNKNOWN
2023-03-27T02:59,0.23508771929824235,UNKNOWN
2023-03-27T03:00,0.13508771929824803,UNKNOWN
2023-03-27T03:01,0.13508771929824803,UNKNOWN
2023-03-27T03:02,0.13508771929824803,UNKNOWN
2023-03-27T03:03,0.13508771929824803,UNKNOWN
2023-03-27T03:04,0.03508771929824661,UNKNOWN
2023-03-27T03:05,0.13508771929824803,UNKNOWN
2023-03-27T03:06,0.03508771929824661,UNKNOWN
2023-03-27T03:07,-0.06491228070175481,UNKNOWN
2023-03-27T03:08,0.03508771929824661,UNKNOWN
2023-03-27T03:09,0.03508771929824661,UNKNOWN
2023-03-27T03:10,0.03508771929824661,UNKNOWN
2023-03-27T03:11,0.13508771929824803,UNKNOWN
2023-03-27T03:12,0.13508771929824803,UNKNOWN
2023-03-27T03:13,0.23508771929824235,UNKNOWN
2023-03-27T03:14,0.23508771929824235,UNKNOWN
2023-03-27T03:15,0.23508771929824235,UNKNOWN
2023-03-27T03:16,0.23508771929824235,UNKNOWN
2023-03-27T03:17,0.23508771929824235,UNKNOWN
2023-03-27T03:18,0.33508771929824377,UNKNOWN
2023-03-27T03:19,0.33508771929824377,UNKNOWN
2023-03-27T03:20,0.4350877192982452,UNKNOWN
2023-03-27T03:21,0.4350877192982452,UNKNOWN
2023-03-27T03:22,0.4350877192982452,UNKNOWN
2023-03-27T03:23,0.5350877192982466,UNKNOWN
2023-03-27T03:24,0.5350877192982466,UNKNOWN
2023-03-27T03:25,0.5350877192982466,UNKNOWN
2023-03-27T03:26,0.5350877192982466,UNKNOWN
2023-03-27T03:27,0.5350877192982466,UNKNOWN
2023-03-27T03:28,0.5350877192982466,UNKNOWN
2023-03-27T03:29,0.635087719298248,UNKNOWN
2023-03-27T03:30,0.635087719298248,UNKNOWN
2023-03-27T03:31,0.635087719298248,UNKNOWN
2023-03-27T03:32,0.635087719298248,UNKNOWN
2023-03-27T03:33,0.635087719298248,UNKNOWN
2023-03-27T03:34,0.635087719298248,UNKNOWN
2023-03-27T03:35,0.7350877192982423,UNKNOWN
2023-03-27T03:36,0.7350877192982423,UNKNOWN
2023-03-27T03:37,0.7350877192982423,UNKNOWN
2023-03-27T03:38,0.7350877192982423,UNKNOWN
2023-03-27T03:39,0.7350877192982423,UNKNOWN
2023-03-27T03:40,0.7350877192982423,UNKNOWN
2023-03-27T03:41,0.7350877192982423,UNKNOWN
2023-03-27T03:42,0.7350877192982423,UNKNOWN
2023-03-27T03:43,0.7350877192982423,UNKNOWN
2023-03-27T03:44,0.7350877192982423,UNKNOWN
2023-03-27T03:45,0.7350877192982423,UNKNOWN
2023-03-27T03:46,0.7350877192982423,UNKNOWN
2023-03-27T03:47,0.7350877192982423,UNKNOWN
