sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
41067187402,2023-04-23T10:37:30Z,80,,80,,107,59,0.1864406779661017
41053584856,2023-04-22T09:13:00Z,82,,82,,100,58,0.06859205776173286
41042769246,2023-04-21T08:14:30Z,75,,75,,74,60,0.14631197097944376
41035854883,2023-04-19T08:14:00Z,74,,74,,125,60,0.10189075630252101
41035854882,2023-04-18T07:44:00Z,78,,78,,61,60,0.11355735805330243
40991331424,2023-04-17T08:25:00Z,70,,70,,80,59,0.15776986951364175
40991331423,2023-04-16T09:26:00Z,75,,75,,70,59,0.11098901098901098
40969487420,2023-04-15T10:47:30Z,79,,79,,97,57,0.1141439205955335
40956791132,2023-04-14T09:29:30Z,71,,71,,70,57,0.12482269503546099
40945231474,2023-04-13T08:15:00Z,70,,70,,84,57,0.12473572938689217
40933569165,2023-04-12T08:10:30Z,75,,75,,35,57,0.10559662090813093
40918680784,2023-04-11T07:35:30Z,69,,69,,49,58,0.12081513828238719
40906697504,2023-04-10T08:20:00Z,79,,79,,77,57,0.14989939637826963
40896713429,2023-04-09T09:48:30Z,74,,74,,84,56,0.11508379888268157
40884192429,2023-04-08T08:36:00Z,77,,77,,84,56,0.08152866242038216
40873325904,2023-04-07T09:20:30Z,81,,81,,64,55,0.11645813282001925
40862550222,2023-04-06T10:01:30Z,85,,85,,72,54,0.10152740341419586
40849378760,2023-04-05T08:03:30Z,66,,66,,78,54,0.1309655937846837
40836059586,2023-04-04T08:29:00Z,76,,76,,85,54,0.13432835820895522
40822231368,2023-04-03T08:46:30Z,80,,80,,61,56,0.13431269674711438
40798619741,2023-04-01T10:15:30Z,66,,66,,73,57,0.14880332986472425
40786986935,2023-03-31T09:32:30Z,68,,68,,50,55,0.1431472081218274
40772393426,2023-03-30T09:07:30Z,74,,74,,88,55,0.11402508551881414
40758657986,2023-03-29T07:35:30Z,71,,71,,58,53,0.13053892215568863
40745758944,2023-03-28T08:00:30Z,81,,81,,38,55,0.13549039433771487
40732946594,2023-03-27T08:26:30Z,74,,74,,69,57,0.10368349249658936
40720376694,2023-03-26T09:04:00Z,76,,76,,41,59,0.08862629246676514
40707348629,2023-03-25T09:37:30Z,80,,80,,69,62,0.11665098777046096
40696195952,2023-03-24T08:29:00Z,80,,80,,68,65,0.12289915966386554
40683181287,2023-03-23T07:37:00Z,71,,71,,105,60,0.08952187182095625
39183832564,2022-11-22T08:53:30Z,75,,75,,76,58,0.0936374549819928
39167585692,2022-11-21T07:47:30Z,64,,64,,35,59,0.1330998248686515
39155334986,2022-11-20T09:52:00Z,86,,86,,97,59,0.11555959963603275
39145037276,2022-11-19T09:23:30Z,82,,82,,78,58,0.09674027339642481
39134116134,2022-11-18T09:47:30Z,81,,81,,107,57,0.16324856439704677
39119314667,2022-11-17T08:43:30Z,79,,79,,85,57,0.13822688274547187
39113626981,2022-11-16T06:27:30Z,72,,72,,34,56,0.10631741140215717
39097218555,2022-11-15T07:41:30Z,73,,73,,69,56,0.10213243546576879
39091789389,2022-11-14T06:37:00Z,73,,73,,92,57,0.12836185819070906
39075750871,2022-11-13T08:31:30Z,82,,82,,81,59,0.1
39066360736,2022-11-12T07:05:30Z,68,,68,,60,60,0.12372881355932204
39055203192,2022-11-11T08:24:30Z,77,,77,,100,61,0.12434141201264488
39036551793,2022-11-10T07:29:30Z,61,,61,,53,63,0.23450134770889489
39029717430,2022-11-09T07:07:30Z,66,,66,,58,64,0.11822660098522167
39019890758,2022-11-08T07:45:00Z,73,,73,,102,62,0.09664429530201342
39007739363,2022-11-07T07:05:30Z,76,,76,,67,61,0.10236220472440945
38995817291,2022-11-06T07:54:30Z,76,,76,,73,64,0.10289855072463767
38983742159,2022-11-05T08:22:00Z,83,,83,,88,63,0.09533898305084745
38973620533,2022-11-04T07:00:30Z,72,,72,,80,62,0.11079136690647481
38961477418,2022-11-03T07:11:00Z,65,,65,,83,60,0.10141206675224647
38943694204,2022-11-02T06:38:00Z,67,,67,,36,59,0.14839797639123103
38931285805,2022-11-01T10:21:30Z,76,,76,,68,58,0.12195121951219512
38920229292,2022-10-31T08:26:30Z,74,,74,,80,58,0.20342396777442096
38912989599,2022-10-30T09:42:00Z,81,,81,,88,59,0.09681093394077449
38887445176,2022-10-28T06:24:30Z,62,,62,,38,57,0.12984822934232715
38873870928,2022-10-27T10:39:30Z,86,,86,,111,57,0.1
38861121313,2022-10-26T06:27:00Z,53,,53,,9,58,0.14496314496314497
38852943000,2022-10-25T09:37:30Z,80,,80,,87,57,0.10764872521246459
38835699626,2022-10-24T06:31:30Z,62,,62,,56,57,0.15666178623718888
38831176263,2022-10-23T10:42:00Z,74,,74,,97,56,0.10965323336457357
38815397570,2022-10-22T09:06:00Z,75,,75,,80,55,0.08700564971751412
38807102873,2022-10-21T09:15:00Z,78,,78,,60,55,0.10813594232749743
