timestamp,value
2022-11-20T16:08:33Z,50.0
2022-11-20T16:09:33Z,50.0
2022-11-20T16:10:33Z,50.0
2022-11-20T16:11:33Z,50.0
2022-11-20T16:12:33Z,50.0
2022-11-20T16:13:33Z,50.0
2022-11-20T16:14:33Z,50.0
2022-11-20T16:15:33Z,50.0
2022-11-20T16:16:33Z,50.0
2022-11-20T16:17:33Z,50.0
2022-11-20T16:18:33Z,50.0
2022-11-20T16:19:33Z,50.0
2022-11-20T16:20:33Z,50.0
2022-11-20T16:21:33Z,50.0
2022-11-20T16:22:33Z,50.0
2022-11-20T16:23:33Z,50.0
2022-11-20T16:24:33Z,50.0
2022-11-20T16:25:33Z,50.0
2022-11-20T16:26:33Z,50.0
2022-11-20T16:27:33Z,50.0
2022-11-20T16:28:33Z,50.0
2022-11-20T16:29:33Z,50.0
2022-11-20T16:30:33Z,50.0
2022-11-20T16:31:33Z,50.0
2022-11-20T16:32:33Z,50.0
2022-11-20T16:33:33Z,50.0
2022-11-20T16:34:33Z,50.0
2022-11-20T16:35:33Z,50.0
2022-11-20T16:36:33Z,50.0
2022-11-20T16:37:33Z,50.0
2022-11-20T16:38:33Z,50.0
